word	intval	ordinal	status	correction
nul	0	False		None
een	1	False		None
enen	1	False		None
twee	2	False		None
tweeën	2	False		None
twee-en	2	False	hyphen-variant	None
tweeen	2	False	lacking-trema-or-hyphen	tweeën
drie	3	False		None
drieën	3	False		None
drie-en	3	False	hyphen-variant	None
drieen	3	False	lacking-trema-or-hyphen	drieën
vier	4	False		None
vieren	4	False		None
vijf	5	False		None
vijven	5	False		None
zes	6	False		None
zessen	6	False		None
zeven	7	False		None
zevenen	7	False		None
zeuven	7	False		zeven
zeuvenen	7	False		None
acht	8	False		None
achten	8	False		None
negen	9	False		None
negenen	9	False		None
tien	10	False		None
tienen	10	False		None
elf	11	False		None
elven	11	False		None
twaalf	12	False		None
twaalven	12	False		None
dertien	13	False		None
dertienen	13	False		None
veertien	14	False		None
veertienen	14	False		None
vijftien	15	False		None
vijftienen	15	False		None
zestien	16	False		None
zestienen	16	False		None
zeventien	17	False		None
zeventienen	17	False		None
zeuventien	17	False		zeventien
zeuventienen	17	False		None
achttien	18	False		None
achttienen	18	False		None
negentien	19	False		None
negentienen	19	False		None
twintig	20	False		None
twintigen	20	False		None
eenentwintig	21	False		None
eenentwintigen	21	False		None
tweeëntwintig	22	False		None
tweeëntwintigen	22	False		None
twee-entwintig	22	False	hyphen_variant	None
twee-entwintigen	22	False	hyphen_variant	None
tweeentwintig	22	False	lacking-trema-or-hyphen	tweeëntwintig
tweeentwintigen	22	False	lacking-trema-or-hyphen	None
drieëntwintig	23	False		None
drieëntwintigen	23	False		None
drie-entwintig	23	False	hyphen_variant	None
drie-entwintigen	23	False	hyphen_variant	None
drieentwintig	23	False	lacking-trema-or-hyphen	drieëntwintig
drieentwintigen	23	False	lacking-trema-or-hyphen	None
vierentwintig	24	False		None
vierentwintigen	24	False		None
vijfentwintig	25	False		None
vijfentwintigen	25	False		None
zesentwintig	26	False		None
zesentwintigen	26	False		None
zevenentwintig	27	False		None
zevenentwintigen	27	False		None
zeuvenentwintig	27	False		zevenentwintig
zeuvenentwintigen	27	False		None
achtentwintig	28	False		None
achtentwintigen	28	False		None
negenentwintig	29	False		None
negenentwintigen	29	False		None
dertig	30	False		None
dertigen	30	False		None
eenendertig	31	False		None
eenendertigen	31	False		None
tweeëndertig	32	False		None
tweeëndertigen	32	False		None
twee-endertig	32	False	hyphen_variant	None
twee-endertigen	32	False	hyphen_variant	None
tweeendertig	32	False	lacking-trema-or-hyphen	tweeëndertig
tweeendertigen	32	False	lacking-trema-or-hyphen	None
drieëndertig	33	False		None
drieëndertigen	33	False		None
drie-endertig	33	False	hyphen_variant	None
drie-endertigen	33	False	hyphen_variant	None
drieendertig	33	False	lacking-trema-or-hyphen	drieëndertig
drieendertigen	33	False	lacking-trema-or-hyphen	None
vierendertig	34	False		None
vierendertigen	34	False		None
vijfendertig	35	False		None
vijfendertigen	35	False		None
zesendertig	36	False		None
zesendertigen	36	False		None
zevenendertig	37	False		None
zevenendertigen	37	False		None
zeuvenendertig	37	False		zevenendertig
zeuvenendertigen	37	False		None
achtendertig	38	False		None
achtendertigen	38	False		None
negenendertig	39	False		None
negenendertigen	39	False		None
veertig	40	False		None
veertigen	40	False		None
tveertig	40	False	Flemish t-variant	veertig
tveertigen	40	False	Flemish t-variant	None
eenenveertig	41	False		None
eenenveertigen	41	False		None
eenentveertig	41	False	Flemish t-variant	eenenveertig
eenentveertigen	41	False	Flemish t-variant	None
tweeënveertig	42	False		None
tweeënveertigen	42	False		None
twee-enveertig	42	False	hyphen_variant	None
twee-enveertigen	42	False	hyphen_variant	None
tweeenveertig	42	False	lacking-trema-or-hyphen	tweeënveertig
tweeenveertigen	42	False	lacking-trema-or-hyphen	None
tweeëntveertig	42	False	Flemish t-variant	tweeënveertig
tweeëntveertigen	42	False	Flemish t-variant	None
twee-entveertig	42	False	Flemish t-variant,hyphen_variant	twee-enveertig
twee-entveertigen	42	False	Flemish t-variant,hyphen_variant	None
tweeentveertig	42	False	Flemish t-variant,lacking-trema-or-hyphen	tweeënveertig
tweeentveertigen	42	False	Flemish t-variant,lacking-trema-or-hyphen	None
drieënveertig	43	False		None
drieënveertigen	43	False		None
drie-enveertig	43	False	hyphen_variant	None
drie-enveertigen	43	False	hyphen_variant	None
drieenveertig	43	False	lacking-trema-or-hyphen	drieënveertig
drieenveertigen	43	False	lacking-trema-or-hyphen	None
drieëntveertig	43	False	Flemish t-variant	drieënveertig
drieëntveertigen	43	False	Flemish t-variant	None
drie-entveertig	43	False	Flemish t-variant,hyphen_variant	drie-enveertig
drie-entveertigen	43	False	Flemish t-variant,hyphen_variant	None
drieentveertig	43	False	Flemish t-variant,lacking-trema-or-hyphen	drieënveertig
drieentveertigen	43	False	Flemish t-variant,lacking-trema-or-hyphen	None
vierenveertig	44	False		None
vierenveertigen	44	False		None
vierentveertig	44	False	Flemish t-variant	vierenveertig
vierentveertigen	44	False	Flemish t-variant	None
vijfenveertig	45	False		None
vijfenveertigen	45	False		None
vijfentveertig	45	False	Flemish t-variant	vijfenveertig
vijfentveertigen	45	False	Flemish t-variant	None
zesenveertig	46	False		None
zesenveertigen	46	False		None
zesentveertig	46	False	Flemish t-variant	zesenveertig
zesentveertigen	46	False	Flemish t-variant	None
zevenenveertig	47	False		None
zevenenveertigen	47	False		None
zeuvenenveertig	47	False		zevenenveertig
zeuvenenveertigen	47	False		None
zevenentveertig	47	False	Flemish t-variant	zevenenveertig
zevenentveertigen	47	False	Flemish t-variant	None
zeuvenentveertig	47	False	Flemish t-variant	zevenenveertig
zeuvenentveertigen	47	False	Flemish t-variant	None
achtenveertig	48	False		None
achtenveertigen	48	False		None
achtentveertig	48	False	Flemish t-variant	achtenveertig
achtentveertigen	48	False	Flemish t-variant	None
negenenveertig	49	False		None
negenenveertigen	49	False		None
negenentveertig	49	False	Flemish t-variant	negenenveertig
negenentveertigen	49	False	Flemish t-variant	None
vijftig	50	False		None
vijftigen	50	False		None
tvijftig	50	False	Flemish t-variant	vijftig
tvijftigen	50	False	Flemish t-variant	None
eenenvijftig	51	False		None
eenenvijftigen	51	False		None
eenentvijftig	51	False	Flemish t-variant	eenenvijftig
eenentvijftigen	51	False	Flemish t-variant	None
tweeënvijftig	52	False		None
tweeënvijftigen	52	False		None
twee-envijftig	52	False	hyphen_variant	None
twee-envijftigen	52	False	hyphen_variant	None
tweeenvijftig	52	False	lacking-trema-or-hyphen	tweeënvijftig
tweeenvijftigen	52	False	lacking-trema-or-hyphen	None
tweeëntvijftig	52	False	Flemish t-variant	tweeënvijftig
tweeëntvijftigen	52	False	Flemish t-variant	None
twee-entvijftig	52	False	Flemish t-variant,hyphen_variant	twee-envijftig
twee-entvijftigen	52	False	Flemish t-variant,hyphen_variant	None
tweeentvijftig	52	False	Flemish t-variant,lacking-trema-or-hyphen	tweeënvijftig
tweeentvijftigen	52	False	Flemish t-variant,lacking-trema-or-hyphen	None
drieënvijftig	53	False		None
drieënvijftigen	53	False		None
drie-envijftig	53	False	hyphen_variant	None
drie-envijftigen	53	False	hyphen_variant	None
drieenvijftig	53	False	lacking-trema-or-hyphen	drieënvijftig
drieenvijftigen	53	False	lacking-trema-or-hyphen	None
drieëntvijftig	53	False	Flemish t-variant	drieënvijftig
drieëntvijftigen	53	False	Flemish t-variant	None
drie-entvijftig	53	False	Flemish t-variant,hyphen_variant	drie-envijftig
drie-entvijftigen	53	False	Flemish t-variant,hyphen_variant	None
drieentvijftig	53	False	Flemish t-variant,lacking-trema-or-hyphen	drieënvijftig
drieentvijftigen	53	False	Flemish t-variant,lacking-trema-or-hyphen	None
vierenvijftig	54	False		None
vierenvijftigen	54	False		None
vierentvijftig	54	False	Flemish t-variant	vierenvijftig
vierentvijftigen	54	False	Flemish t-variant	None
vijfenvijftig	55	False		None
vijfenvijftigen	55	False		None
vijfentvijftig	55	False	Flemish t-variant	vijfenvijftig
vijfentvijftigen	55	False	Flemish t-variant	None
zesenvijftig	56	False		None
zesenvijftigen	56	False		None
zesentvijftig	56	False	Flemish t-variant	zesenvijftig
zesentvijftigen	56	False	Flemish t-variant	None
zevenenvijftig	57	False		None
zevenenvijftigen	57	False		None
zeuvenenvijftig	57	False		zevenenvijftig
zeuvenenvijftigen	57	False		None
zevenentvijftig	57	False	Flemish t-variant	zevenenvijftig
zevenentvijftigen	57	False	Flemish t-variant	None
zeuvenentvijftig	57	False	Flemish t-variant	zevenenvijftig
zeuvenentvijftigen	57	False	Flemish t-variant	None
achtenvijftig	58	False		None
achtenvijftigen	58	False		None
achtentvijftig	58	False	Flemish t-variant	achtenvijftig
achtentvijftigen	58	False	Flemish t-variant	None
negenenvijftig	59	False		None
negenenvijftigen	59	False		None
negenentvijftig	59	False	Flemish t-variant	negenenvijftig
negenentvijftigen	59	False	Flemish t-variant	None
zestig	60	False		None
zestigen	60	False		None
tzestig	60	False	Flemish t-variant	zestig
tzestigen	60	False	Flemish t-variant	None
eenenzestig	61	False		None
eenenzestigen	61	False		None
eenentzestig	61	False	Flemish t-variant	eenenzestig
eenentzestigen	61	False	Flemish t-variant	None
tweeënzestig	62	False		None
tweeënzestigen	62	False		None
twee-enzestig	62	False	hyphen_variant	None
twee-enzestigen	62	False	hyphen_variant	None
tweeenzestig	62	False	lacking-trema-or-hyphen	tweeënzestig
tweeenzestigen	62	False	lacking-trema-or-hyphen	None
tweeëntzestig	62	False	Flemish t-variant	tweeënzestig
tweeëntzestigen	62	False	Flemish t-variant	None
twee-entzestig	62	False	Flemish t-variant,hyphen_variant	twee-enzestig
twee-entzestigen	62	False	Flemish t-variant,hyphen_variant	None
tweeentzestig	62	False	Flemish t-variant,lacking-trema-or-hyphen	tweeënzestig
tweeentzestigen	62	False	Flemish t-variant,lacking-trema-or-hyphen	None
drieënzestig	63	False		None
drieënzestigen	63	False		None
drie-enzestig	63	False	hyphen_variant	None
drie-enzestigen	63	False	hyphen_variant	None
drieenzestig	63	False	lacking-trema-or-hyphen	drieënzestig
drieenzestigen	63	False	lacking-trema-or-hyphen	None
drieëntzestig	63	False	Flemish t-variant	drieënzestig
drieëntzestigen	63	False	Flemish t-variant	None
drie-entzestig	63	False	Flemish t-variant,hyphen_variant	drie-enzestig
drie-entzestigen	63	False	Flemish t-variant,hyphen_variant	None
drieentzestig	63	False	Flemish t-variant,lacking-trema-or-hyphen	drieënzestig
drieentzestigen	63	False	Flemish t-variant,lacking-trema-or-hyphen	None
vierenzestig	64	False		None
vierenzestigen	64	False		None
vierentzestig	64	False	Flemish t-variant	vierenzestig
vierentzestigen	64	False	Flemish t-variant	None
vijfenzestig	65	False		None
vijfenzestigen	65	False		None
vijfentzestig	65	False	Flemish t-variant	vijfenzestig
vijfentzestigen	65	False	Flemish t-variant	None
zesenzestig	66	False		None
zesenzestigen	66	False		None
zesentzestig	66	False	Flemish t-variant	zesenzestig
zesentzestigen	66	False	Flemish t-variant	None
zevenenzestig	67	False		None
zevenenzestigen	67	False		None
zeuvenenzestig	67	False		zevenenzestig
zeuvenenzestigen	67	False		None
zevenentzestig	67	False	Flemish t-variant	zevenenzestig
zevenentzestigen	67	False	Flemish t-variant	None
zeuvenentzestig	67	False	Flemish t-variant	zevenenzestig
zeuvenentzestigen	67	False	Flemish t-variant	None
achtenzestig	68	False		None
achtenzestigen	68	False		None
achtentzestig	68	False	Flemish t-variant	achtenzestig
achtentzestigen	68	False	Flemish t-variant	None
negenenzestig	69	False		None
negenenzestigen	69	False		None
negenentzestig	69	False	Flemish t-variant	negenenzestig
negenentzestigen	69	False	Flemish t-variant	None
zeventig	70	False		None
zeventigen	70	False		None
tzeventig	70	False	Flemish t-variant	zeventig
tzeventigen	70	False	Flemish t-variant	None
eenenzeventig	71	False		None
eenenzeventigen	71	False		None
eenentzeventig	71	False	Flemish t-variant	eenenzeventig
eenentzeventigen	71	False	Flemish t-variant	None
tweeënzeventig	72	False		None
tweeënzeventigen	72	False		None
twee-enzeventig	72	False	hyphen_variant	None
twee-enzeventigen	72	False	hyphen_variant	None
tweeenzeventig	72	False	lacking-trema-or-hyphen	tweeënzeventig
tweeenzeventigen	72	False	lacking-trema-or-hyphen	None
tweeëntzeventig	72	False	Flemish t-variant	tweeënzeventig
tweeëntzeventigen	72	False	Flemish t-variant	None
twee-entzeventig	72	False	Flemish t-variant,hyphen_variant	twee-enzeventig
twee-entzeventigen	72	False	Flemish t-variant,hyphen_variant	None
tweeentzeventig	72	False	Flemish t-variant,lacking-trema-or-hyphen	tweeënzeventig
tweeentzeventigen	72	False	Flemish t-variant,lacking-trema-or-hyphen	None
drieënzeventig	73	False		None
drieënzeventigen	73	False		None
drie-enzeventig	73	False	hyphen_variant	None
drie-enzeventigen	73	False	hyphen_variant	None
drieenzeventig	73	False	lacking-trema-or-hyphen	drieënzeventig
drieenzeventigen	73	False	lacking-trema-or-hyphen	None
drieëntzeventig	73	False	Flemish t-variant	drieënzeventig
drieëntzeventigen	73	False	Flemish t-variant	None
drie-entzeventig	73	False	Flemish t-variant,hyphen_variant	drie-enzeventig
drie-entzeventigen	73	False	Flemish t-variant,hyphen_variant	None
drieentzeventig	73	False	Flemish t-variant,lacking-trema-or-hyphen	drieënzeventig
drieentzeventigen	73	False	Flemish t-variant,lacking-trema-or-hyphen	None
vierenzeventig	74	False		None
vierenzeventigen	74	False		None
vierentzeventig	74	False	Flemish t-variant	vierenzeventig
vierentzeventigen	74	False	Flemish t-variant	None
vijfenzeventig	75	False		None
vijfenzeventigen	75	False		None
vijfentzeventig	75	False	Flemish t-variant	vijfenzeventig
vijfentzeventigen	75	False	Flemish t-variant	None
zesenzeventig	76	False		None
zesenzeventigen	76	False		None
zesentzeventig	76	False	Flemish t-variant	zesenzeventig
zesentzeventigen	76	False	Flemish t-variant	None
zevenenzeventig	77	False		None
zevenenzeventigen	77	False		None
zeuvenenzeventig	77	False		zevenenzeventig
zeuvenenzeventigen	77	False		None
zevenentzeventig	77	False	Flemish t-variant	zevenenzeventig
zevenentzeventigen	77	False	Flemish t-variant	None
zeuvenentzeventig	77	False	Flemish t-variant	zevenenzeventig
zeuvenentzeventigen	77	False	Flemish t-variant	None
achtenzeventig	78	False		None
achtenzeventigen	78	False		None
achtentzeventig	78	False	Flemish t-variant	achtenzeventig
achtentzeventigen	78	False	Flemish t-variant	None
negenenzeventig	79	False		None
negenenzeventigen	79	False		None
negenentzeventig	79	False	Flemish t-variant	negenenzeventig
negenentzeventigen	79	False	Flemish t-variant	None
tachtig	80	False		None
tachtigen	80	False		None
eenentachtig	81	False		None
eenentachtigen	81	False		None
tweeëntachtig	82	False		None
tweeëntachtigen	82	False		None
twee-entachtig	82	False	hyphen_variant	None
twee-entachtigen	82	False	hyphen_variant	None
tweeentachtig	82	False	lacking-trema-or-hyphen	tweeëntachtig
tweeentachtigen	82	False	lacking-trema-or-hyphen	None
drieëntachtig	83	False		None
drieëntachtigen	83	False		None
drie-entachtig	83	False	hyphen_variant	None
drie-entachtigen	83	False	hyphen_variant	None
drieentachtig	83	False	lacking-trema-or-hyphen	drieëntachtig
drieentachtigen	83	False	lacking-trema-or-hyphen	None
vierentachtig	84	False		None
vierentachtigen	84	False		None
vijfentachtig	85	False		None
vijfentachtigen	85	False		None
zesentachtig	86	False		None
zesentachtigen	86	False		None
zevenentachtig	87	False		None
zevenentachtigen	87	False		None
zeuvenentachtig	87	False		zevenentachtig
zeuvenentachtigen	87	False		None
achtentachtig	88	False		None
achtentachtigen	88	False		None
negenentachtig	89	False		None
negenentachtigen	89	False		None
negentig	90	False		None
negentigen	90	False		None
tnegentig	90	False	Flemish t-variant	negentig
tnegentigen	90	False	Flemish t-variant	None
eenennegentig	91	False		None
eenennegentigen	91	False		None
eenentnegentig	91	False	Flemish t-variant	eenennegentig
eenentnegentigen	91	False	Flemish t-variant	None
tweeënnegentig	92	False		None
tweeënnegentigen	92	False		None
twee-ennegentig	92	False	hyphen_variant	None
twee-ennegentigen	92	False	hyphen_variant	None
tweeennegentig	92	False	lacking-trema-or-hyphen	tweeënnegentig
tweeennegentigen	92	False	lacking-trema-or-hyphen	None
tweeëntnegentig	92	False	Flemish t-variant	tweeënnegentig
tweeëntnegentigen	92	False	Flemish t-variant	None
twee-entnegentig	92	False	Flemish t-variant,hyphen_variant	twee-ennegentig
twee-entnegentigen	92	False	Flemish t-variant,hyphen_variant	None
tweeentnegentig	92	False	Flemish t-variant,lacking-trema-or-hyphen	tweeënnegentig
tweeentnegentigen	92	False	Flemish t-variant,lacking-trema-or-hyphen	None
drieënnegentig	93	False		None
drieënnegentigen	93	False		None
drie-ennegentig	93	False	hyphen_variant	None
drie-ennegentigen	93	False	hyphen_variant	None
drieennegentig	93	False	lacking-trema-or-hyphen	drieënnegentig
drieennegentigen	93	False	lacking-trema-or-hyphen	None
drieëntnegentig	93	False	Flemish t-variant	drieënnegentig
drieëntnegentigen	93	False	Flemish t-variant	None
drie-entnegentig	93	False	Flemish t-variant,hyphen_variant	drie-ennegentig
drie-entnegentigen	93	False	Flemish t-variant,hyphen_variant	None
drieentnegentig	93	False	Flemish t-variant,lacking-trema-or-hyphen	drieënnegentig
drieentnegentigen	93	False	Flemish t-variant,lacking-trema-or-hyphen	None
vierennegentig	94	False		None
vierennegentigen	94	False		None
vierentnegentig	94	False	Flemish t-variant	vierennegentig
vierentnegentigen	94	False	Flemish t-variant	None
vijfennegentig	95	False		None
vijfennegentigen	95	False		None
vijfentnegentig	95	False	Flemish t-variant	vijfennegentig
vijfentnegentigen	95	False	Flemish t-variant	None
zesennegentig	96	False		None
zesennegentigen	96	False		None
zesentnegentig	96	False	Flemish t-variant	zesennegentig
zesentnegentigen	96	False	Flemish t-variant	None
zevenennegentig	97	False		None
zevenennegentigen	97	False		None
zeuvenennegentig	97	False		zevenennegentig
zeuvenennegentigen	97	False		None
zevenentnegentig	97	False	Flemish t-variant	zevenennegentig
zevenentnegentigen	97	False	Flemish t-variant	None
zeuvenentnegentig	97	False	Flemish t-variant	zevenennegentig
zeuvenentnegentigen	97	False	Flemish t-variant	None
achtennegentig	98	False		None
achtennegentigen	98	False		None
achtentnegentig	98	False	Flemish t-variant	achtennegentig
achtentnegentigen	98	False	Flemish t-variant	None
negenennegentig	99	False		None
negenennegentigen	99	False		None
negenentnegentig	99	False	Flemish t-variant	negenennegentig
negenentnegentigen	99	False	Flemish t-variant	None
honderd	100	False		None
honderden	100	False		None
eenhonderd	100	False		None
eenhonderden	100	False		None
eenonderd	100	False	h-less honderd	eenhonderd
eenonderden	100	False	h-less honderd	None
eenonderden	100	False	h-less honderd	None
eenhonderdeen	101	False		None
eenhonderdenen	101	False		None
eenonderdeen	101	False	h-less honderd	eenhonderdeen
eenonderdenen	101	False	h-less honderd	None
honderdeen	101	False		None
honderdenen	101	False		None
honderdeneen	101	False		None
honderdenenen	101	False		None
eeneen	101	False	zonder_honderd	None
eenenen	101	False	zonder_honderd	None
eenhonderdeneen	101	False	honderd_met_en	None
eenhonderdenenen	101	False	honderd_met_en	None
eenhonderdtwee	102	False		None
eenhonderdtweeën	102	False		None
eenhonderdtwee-en	102	False	hyphen-variant	None
eenhonderdtweeen	102	False	lacking-trema-or-hyphen	eenhonderdtweeën
eenonderdtwee	102	False	h-less honderd	eenhonderdtwee
eenonderdtweeën	102	False	h-less honderd	None
eenonderdtwee-en	102	False	h-less honderd,hyphen-variant	None
eenonderdtweeen	102	False	h-less honderd,lacking-trema-or-hyphen	eenonderdtweeën
honderdtwee	102	False		None
honderdtweeën	102	False		None
honderdtwee-en	102	False	hyphen-variant	None
honderdtweeen	102	False	lacking-trema-or-hyphen	honderdtweeën
honderdentwee	102	False		None
honderdentweeën	102	False		None
honderdentwee-en	102	False	hyphen-variant	None
honderdentweeen	102	False	lacking-trema-or-hyphen	honderdentweeën
eentwee	102	False	zonder_honderd	None
eentweeën	102	False	zonder_honderd	None
eentwee-en	102	False	zonder_honderd,hyphen-variant	None
eentweeen	102	False	zonder_honderd,lacking-trema-or-hyphen	eentweeën
eenhonderdentwee	102	False	honderd_met_en	None
eenhonderdentweeën	102	False	honderd_met_en	None
eenhonderdentwee-en	102	False	honderd_met_en,hyphen-variant	None
eenhonderdentweeen	102	False	honderd_met_en,lacking-trema-or-hyphen	eenhonderdentweeën
eenhonderddrie	103	False		None
eenhonderddrieën	103	False		None
eenhonderddrie-en	103	False	hyphen-variant	None
eenhonderddrieen	103	False	lacking-trema-or-hyphen	eenhonderddrieën
eenonderddrie	103	False	h-less honderd	eenhonderddrie
eenonderddrieën	103	False	h-less honderd	None
eenonderddrie-en	103	False	h-less honderd,hyphen-variant	None
eenonderddrieen	103	False	h-less honderd,lacking-trema-or-hyphen	eenonderddrieën
honderddrie	103	False		None
honderddrieën	103	False		None
honderddrie-en	103	False	hyphen-variant	None
honderddrieen	103	False	lacking-trema-or-hyphen	honderddrieën
honderdendrie	103	False		None
honderdendrieën	103	False		None
honderdendrie-en	103	False	hyphen-variant	None
honderdendrieen	103	False	lacking-trema-or-hyphen	honderdendrieën
eendrie	103	False	zonder_honderd	None
eendrieën	103	False	zonder_honderd	None
eendrie-en	103	False	zonder_honderd,hyphen-variant	None
eendrieen	103	False	zonder_honderd,lacking-trema-or-hyphen	eendrieën
eenhonderdendrie	103	False	honderd_met_en	None
eenhonderdendrieën	103	False	honderd_met_en	None
eenhonderdendrie-en	103	False	honderd_met_en,hyphen-variant	None
eenhonderdendrieen	103	False	honderd_met_en,lacking-trema-or-hyphen	eenhonderdendrieën
eenhonderdvier	104	False		None
eenhonderdvieren	104	False		None
eenonderdvier	104	False	h-less honderd	eenhonderdvier
eenonderdvieren	104	False	h-less honderd	None
honderdvier	104	False		None
honderdvieren	104	False		None
honderdenvier	104	False		None
honderdenvieren	104	False		None
eenvier	104	False	zonder_honderd	None
eenvieren	104	False	zonder_honderd	None
eenhonderdenvier	104	False	honderd_met_en	None
eenhonderdenvieren	104	False	honderd_met_en	None
eenhonderdvijf	105	False		None
eenhonderdvijven	105	False		None
eenonderdvijf	105	False	h-less honderd	eenhonderdvijf
eenonderdvijven	105	False	h-less honderd	None
honderdvijf	105	False		None
honderdvijven	105	False		None
honderdenvijf	105	False		None
honderdenvijven	105	False		None
eenvijf	105	False	zonder_honderd	None
eenvijven	105	False	zonder_honderd	None
eenhonderdenvijf	105	False	honderd_met_en	None
eenhonderdenvijven	105	False	honderd_met_en	None
eenhonderdzes	106	False		None
eenhonderdzessen	106	False		None
eenonderdzes	106	False	h-less honderd	eenhonderdzes
eenonderdzessen	106	False	h-less honderd	None
honderdzes	106	False		None
honderdzessen	106	False		None
honderdenzes	106	False		None
honderdenzessen	106	False		None
eenzes	106	False	zonder_honderd	None
eenzessen	106	False	zonder_honderd	None
eenhonderdenzes	106	False	honderd_met_en	None
eenhonderdenzessen	106	False	honderd_met_en	None
eenhonderdzeven	107	False		None
eenhonderdzevenen	107	False		None
eenonderdzeven	107	False	h-less honderd	eenhonderdzeven
eenonderdzevenen	107	False	h-less honderd	None
honderdzeven	107	False		None
honderdzevenen	107	False		None
honderdenzeven	107	False		None
honderdenzevenen	107	False		None
eenzeven	107	False	zonder_honderd	None
eenzevenen	107	False	zonder_honderd	None
eenhonderdenzeven	107	False	honderd_met_en	None
eenhonderdenzevenen	107	False	honderd_met_en	None
eenhonderdzeuven	107	False		eenhonderdzeven
eenhonderdzeuvenen	107	False		None
eenonderdzeuven	107	False	h-less honderd	eenhonderdzeven
eenonderdzeuvenen	107	False	h-less honderd	None
honderdzeuven	107	False		honderdzeven
honderdzeuvenen	107	False		None
honderdenzeuven	107	False		honderdenzeven
honderdenzeuvenen	107	False		None
eenzeuven	107	False	zonder_honderd	eenzeven
eenzeuvenen	107	False	zonder_honderd	None
eenhonderdenzeuven	107	False	honderd_met_en	eenhonderdenzeven
eenhonderdenzeuvenen	107	False	honderd_met_en	None
eenhonderdacht	108	False		None
eenhonderdachten	108	False		None
eenonderdacht	108	False	h-less honderd	eenhonderdacht
eenonderdachten	108	False	h-less honderd	None
honderdacht	108	False		None
honderdachten	108	False		None
honderdenacht	108	False		None
honderdenachten	108	False		None
eenacht	108	False	zonder_honderd	None
eenachten	108	False	zonder_honderd	None
eenhonderdenacht	108	False	honderd_met_en	None
eenhonderdenachten	108	False	honderd_met_en	None
eenhonderdnegen	109	False		None
eenhonderdnegenen	109	False		None
eenonderdnegen	109	False	h-less honderd	eenhonderdnegen
eenonderdnegenen	109	False	h-less honderd	None
honderdnegen	109	False		None
honderdnegenen	109	False		None
honderdennegen	109	False		None
honderdennegenen	109	False		None
eennegen	109	False	zonder_honderd	None
eennegenen	109	False	zonder_honderd	None
eenhonderdennegen	109	False	honderd_met_en	None
eenhonderdennegenen	109	False	honderd_met_en	None
eenhonderdtien	110	False		None
eenhonderdtienen	110	False		None
eenonderdtien	110	False	h-less honderd	eenhonderdtien
eenonderdtienen	110	False	h-less honderd	None
honderdtien	110	False		None
honderdtienen	110	False		None
honderdentien	110	False		None
honderdentienen	110	False		None
eentien	110	False	zonder_honderd	None
eentienen	110	False	zonder_honderd	None
eenhonderdentien	110	False	honderd_met_en	None
eenhonderdentienen	110	False	honderd_met_en	None
eenhonderdelf	111	False		None
eenhonderdelven	111	False		None
eenonderdelf	111	False	h-less honderd	eenhonderdelf
eenonderdelven	111	False	h-less honderd	None
honderdelf	111	False		None
honderdelven	111	False		None
honderdenelf	111	False		None
honderdenelven	111	False		None
eenelf	111	False	zonder_honderd	None
eenelven	111	False	zonder_honderd	None
eenhonderdenelf	111	False	honderd_met_en	None
eenhonderdenelven	111	False	honderd_met_en	None
eenhonderdtwaalf	112	False		None
eenhonderdtwaalven	112	False		None
eenonderdtwaalf	112	False	h-less honderd	eenhonderdtwaalf
eenonderdtwaalven	112	False	h-less honderd	None
honderdtwaalf	112	False		None
honderdtwaalven	112	False		None
honderdentwaalf	112	False		None
honderdentwaalven	112	False		None
eentwaalf	112	False	zonder_honderd	None
eentwaalven	112	False	zonder_honderd	None
eenhonderdentwaalf	112	False	honderd_met_en	None
eenhonderdentwaalven	112	False	honderd_met_en	None
eenhonderddertien	113	False		None
eenhonderddertienen	113	False		None
eenonderddertien	113	False	h-less honderd	eenhonderddertien
eenonderddertienen	113	False	h-less honderd	None
honderddertien	113	False		None
honderddertienen	113	False		None
honderdendertien	113	False		None
honderdendertienen	113	False		None
eendertien	113	False	zonder_honderd	None
eendertienen	113	False	zonder_honderd	None
eenhonderdendertien	113	False	honderd_met_en	None
eenhonderdendertienen	113	False	honderd_met_en	None
eenhonderdveertien	114	False		None
eenhonderdveertienen	114	False		None
eenonderdveertien	114	False	h-less honderd	eenhonderdveertien
eenonderdveertienen	114	False	h-less honderd	None
honderdveertien	114	False		None
honderdveertienen	114	False		None
honderdenveertien	114	False		None
honderdenveertienen	114	False		None
eenveertien	114	False	zonder_honderd	None
eenveertienen	114	False	zonder_honderd	None
eenhonderdenveertien	114	False	honderd_met_en	None
eenhonderdenveertienen	114	False	honderd_met_en	None
eenhonderdvijftien	115	False		None
eenhonderdvijftienen	115	False		None
eenonderdvijftien	115	False	h-less honderd	eenhonderdvijftien
eenonderdvijftienen	115	False	h-less honderd	None
honderdvijftien	115	False		None
honderdvijftienen	115	False		None
honderdenvijftien	115	False		None
honderdenvijftienen	115	False		None
eenvijftien	115	False	zonder_honderd	None
eenvijftienen	115	False	zonder_honderd	None
eenhonderdenvijftien	115	False	honderd_met_en	None
eenhonderdenvijftienen	115	False	honderd_met_en	None
eenhonderdzestien	116	False		None
eenhonderdzestienen	116	False		None
eenonderdzestien	116	False	h-less honderd	eenhonderdzestien
eenonderdzestienen	116	False	h-less honderd	None
honderdzestien	116	False		None
honderdzestienen	116	False		None
honderdenzestien	116	False		None
honderdenzestienen	116	False		None
eenzestien	116	False	zonder_honderd	None
eenzestienen	116	False	zonder_honderd	None
