word	intval	ordinal	status	correction
nulde	0	True		None
eerste	1	True		None
tweede	2	True		None
derde	3	True		None
vierde	4	True		None
vijfde	5	True		None
zesde	6	True		None
zevende	7	True		None
zeuvende	7	True		zevende
achtste	8	True		None
negende	9	True		None
tiende	10	True		None
elfde	11	True		None
twaalfde	12	True		None
dertiende	13	True		None
veertiende	14	True		None
vijftiende	15	True		None
zestiende	16	True		None
zeventiende	17	True		None
zeuventiende	17	True		zeventiende
achttiende	18	True		None
negentiende	19	True		None
twintigste	20	True		None
eenentwintigste	21	True		None
tweeëntwintigste	22	True		None
twee-entwintigste	22	True	hyphen_variant	None
tweeentwintigste	22	True	lacking-trema-or-hyphen	tweeëntwintigste
drieëntwintigste	23	True		None
drie-entwintigste	23	True	hyphen_variant	None
drieentwintigste	23	True	lacking-trema-or-hyphen	drieëntwintigste
vierentwintigste	24	True		None
vijfentwintigste	25	True		None
zesentwintigste	26	True		None
zevenentwintigste	27	True		None
zeuvenentwintigste	27	True		zevenentwintigste
achtentwintigste	28	True		None
negenentwintigste	29	True		None
dertigste	30	True		None
eenendertigste	31	True		None
tweeëndertigste	32	True		None
twee-endertigste	32	True	hyphen_variant	None
tweeendertigste	32	True	lacking-trema-or-hyphen	tweeëndertigste
drieëndertigste	33	True		None
drie-endertigste	33	True	hyphen_variant	None
drieendertigste	33	True	lacking-trema-or-hyphen	drieëndertigste
vierendertigste	34	True		None
vijfendertigste	35	True		None
zesendertigste	36	True		None
zevenendertigste	37	True		None
zeuvenendertigste	37	True		zevenendertigste
achtendertigste	38	True		None
negenendertigste	39	True		None
veertigste	40	True		None
tveertigste	40	True	Flemish t-variant	veertigste
eenenveertigste	41	True		None
eenentveertigste	41	True	Flemish t-variant	eenenveertigste
tweeënveertigste	42	True		None
twee-enveertigste	42	True	hyphen_variant	None
tweeenveertigste	42	True	lacking-trema-or-hyphen	tweeënveertigste
tweeëntveertigste	42	True	Flemish t-variant	tweeënveertigste
twee-entveertigste	42	True	Flemish t-variant,hyphen_variant	twee-enveertigste
tweeentveertigste	42	True	Flemish t-variant,lacking-trema-or-hyphen	tweeënveertigste
drieënveertigste	43	True		None
drie-enveertigste	43	True	hyphen_variant	None
drieenveertigste	43	True	lacking-trema-or-hyphen	drieënveertigste
drieëntveertigste	43	True	Flemish t-variant	drieënveertigste
drie-entveertigste	43	True	Flemish t-variant,hyphen_variant	drie-enveertigste
drieentveertigste	43	True	Flemish t-variant,lacking-trema-or-hyphen	drieënveertigste
vierenveertigste	44	True		None
vierentveertigste	44	True	Flemish t-variant	vierenveertigste
vijfenveertigste	45	True		None
vijfentveertigste	45	True	Flemish t-variant	vijfenveertigste
zesenveertigste	46	True		None
zesentveertigste	46	True	Flemish t-variant	zesenveertigste
zevenenveertigste	47	True		None
zeuvenenveertigste	47	True		zevenenveertigste
zevenentveertigste	47	True	Flemish t-variant	zevenenveertigste
zeuvenentveertigste	47	True	Flemish t-variant	zevenenveertigste
achtenveertigste	48	True		None
achtentveertigste	48	True	Flemish t-variant	achtenveertigste
negenenveertigste	49	True		None
negenentveertigste	49	True	Flemish t-variant	negenenveertigste
vijftigste	50	True		None
tvijftigste	50	True	Flemish t-variant	vijftigste
eenenvijftigste	51	True		None
eenentvijftigste	51	True	Flemish t-variant	eenenvijftigste
tweeënvijftigste	52	True		None
twee-envijftigste	52	True	hyphen_variant	None
tweeenvijftigste	52	True	lacking-trema-or-hyphen	tweeënvijftigste
tweeëntvijftigste	52	True	Flemish t-variant	tweeënvijftigste
twee-entvijftigste	52	True	Flemish t-variant,hyphen_variant	twee-envijftigste
tweeentvijftigste	52	True	Flemish t-variant,lacking-trema-or-hyphen	tweeënvijftigste
drieënvijftigste	53	True		None
drie-envijftigste	53	True	hyphen_variant	None
drieenvijftigste	53	True	lacking-trema-or-hyphen	drieënvijftigste
drieëntvijftigste	53	True	Flemish t-variant	drieënvijftigste
drie-entvijftigste	53	True	Flemish t-variant,hyphen_variant	drie-envijftigste
drieentvijftigste	53	True	Flemish t-variant,lacking-trema-or-hyphen	drieënvijftigste
vierenvijftigste	54	True		None
vierentvijftigste	54	True	Flemish t-variant	vierenvijftigste
vijfenvijftigste	55	True		None
vijfentvijftigste	55	True	Flemish t-variant	vijfenvijftigste
zesenvijftigste	56	True		None
zesentvijftigste	56	True	Flemish t-variant	zesenvijftigste
zevenenvijftigste	57	True		None
zeuvenenvijftigste	57	True		zevenenvijftigste
zevenentvijftigste	57	True	Flemish t-variant	zevenenvijftigste
zeuvenentvijftigste	57	True	Flemish t-variant	zevenenvijftigste
achtenvijftigste	58	True		None
achtentvijftigste	58	True	Flemish t-variant	achtenvijftigste
negenenvijftigste	59	True		None
negenentvijftigste	59	True	Flemish t-variant	negenenvijftigste
zestigste	60	True		None
tzestigste	60	True	Flemish t-variant	zestigste
eenenzestigste	61	True		None
eenentzestigste	61	True	Flemish t-variant	eenenzestigste
tweeënzestigste	62	True		None
twee-enzestigste	62	True	hyphen_variant	None
tweeenzestigste	62	True	lacking-trema-or-hyphen	tweeënzestigste
tweeëntzestigste	62	True	Flemish t-variant	tweeënzestigste
twee-entzestigste	62	True	Flemish t-variant,hyphen_variant	twee-enzestigste
tweeentzestigste	62	True	Flemish t-variant,lacking-trema-or-hyphen	tweeënzestigste
drieënzestigste	63	True		None
drie-enzestigste	63	True	hyphen_variant	None
drieenzestigste	63	True	lacking-trema-or-hyphen	drieënzestigste
drieëntzestigste	63	True	Flemish t-variant	drieënzestigste
drie-entzestigste	63	True	Flemish t-variant,hyphen_variant	drie-enzestigste
drieentzestigste	63	True	Flemish t-variant,lacking-trema-or-hyphen	drieënzestigste
vierenzestigste	64	True		None
vierentzestigste	64	True	Flemish t-variant	vierenzestigste
vijfenzestigste	65	True		None
vijfentzestigste	65	True	Flemish t-variant	vijfenzestigste
zesenzestigste	66	True		None
zesentzestigste	66	True	Flemish t-variant	zesenzestigste
zevenenzestigste	67	True		None
zeuvenenzestigste	67	True		zevenenzestigste
zevenentzestigste	67	True	Flemish t-variant	zevenenzestigste
zeuvenentzestigste	67	True	Flemish t-variant	zevenenzestigste
achtenzestigste	68	True		None
achtentzestigste	68	True	Flemish t-variant	achtenzestigste
negenenzestigste	69	True		None
negenentzestigste	69	True	Flemish t-variant	negenenzestigste
zeventigste	70	True		None
tzeventigste	70	True	Flemish t-variant	zeventigste
eenenzeventigste	71	True		None
eenentzeventigste	71	True	Flemish t-variant	eenenzeventigste
tweeënzeventigste	72	True		None
twee-enzeventigste	72	True	hyphen_variant	None
tweeenzeventigste	72	True	lacking-trema-or-hyphen	tweeënzeventigste
tweeëntzeventigste	72	True	Flemish t-variant	tweeënzeventigste
twee-entzeventigste	72	True	Flemish t-variant,hyphen_variant	twee-enzeventigste
tweeentzeventigste	72	True	Flemish t-variant,lacking-trema-or-hyphen	tweeënzeventigste
drieënzeventigste	73	True		None
drie-enzeventigste	73	True	hyphen_variant	None
drieenzeventigste	73	True	lacking-trema-or-hyphen	drieënzeventigste
drieëntzeventigste	73	True	Flemish t-variant	drieënzeventigste
drie-entzeventigste	73	True	Flemish t-variant,hyphen_variant	drie-enzeventigste
drieentzeventigste	73	True	Flemish t-variant,lacking-trema-or-hyphen	drieënzeventigste
vierenzeventigste	74	True		None
vierentzeventigste	74	True	Flemish t-variant	vierenzeventigste
vijfenzeventigste	75	True		None
vijfentzeventigste	75	True	Flemish t-variant	vijfenzeventigste
zesenzeventigste	76	True		None
zesentzeventigste	76	True	Flemish t-variant	zesenzeventigste
zevenenzeventigste	77	True		None
zeuvenenzeventigste	77	True		zevenenzeventigste
zevenentzeventigste	77	True	Flemish t-variant	zevenenzeventigste
zeuvenentzeventigste	77	True	Flemish t-variant	zevenenzeventigste
achtenzeventigste	78	True		None
achtentzeventigste	78	True	Flemish t-variant	achtenzeventigste
negenenzeventigste	79	True		None
negenentzeventigste	79	True	Flemish t-variant	negenenzeventigste
tachtigste	80	True		None
eenentachtigste	81	True		None
tweeëntachtigste	82	True		None
twee-entachtigste	82	True	hyphen_variant	None
tweeentachtigste	82	True	lacking-trema-or-hyphen	tweeëntachtigste
drieëntachtigste	83	True		None
drie-entachtigste	83	True	hyphen_variant	None
drieentachtigste	83	True	lacking-trema-or-hyphen	drieëntachtigste
vierentachtigste	84	True		None
vijfentachtigste	85	True		None
zesentachtigste	86	True		None
zevenentachtigste	87	True		None
zeuvenentachtigste	87	True		zevenentachtigste
achtentachtigste	88	True		None
negenentachtigste	89	True		None
negentigste	90	True		None
tnegentigste	90	True	Flemish t-variant	negentigste
eenennegentigste	91	True		None
eenen@@tnegentig@@	91	True	Flemish t-variant	eenennegentigste
tweeënnegentigste	92	True		None
twee-ennegentigste	92	True	hyphen_variant	None
tweeennegentigste	92	True	lacking-trema-or-hyphen	tweeënnegentigste
tweeën@@tnegentig@@	92	True	Flemish t-variant	tweeënnegentigste
twee-en@@tnegentig@@	92	True	Flemish t-variant,hyphen_variant	twee-ennegentigste
tweeen@@tnegentig@@	92	True	Flemish t-variant,lacking-trema-or-hyphen	tweeënnegentigste
drieënnegentigste	93	True		None
drie-ennegentigste	93	True	hyphen_variant	None
drieennegentigste	93	True	lacking-trema-or-hyphen	drieënnegentigste
drieën@@tnegentig@@	93	True	Flemish t-variant	drieënnegentigste
drie-en@@tnegentig@@	93	True	Flemish t-variant,hyphen_variant	drie-ennegentigste
drieen@@tnegentig@@	93	True	Flemish t-variant,lacking-trema-or-hyphen	drieënnegentigste
vierennegentigste	94	True		None
vieren@@tnegentig@@	94	True	Flemish t-variant	vierennegentigste
vijfennegentigste	95	True		None
vijfen@@tnegentig@@	95	True	Flemish t-variant	vijfennegentigste
zesennegentigste	96	True		None
zesen@@tnegentig@@	96	True	Flemish t-variant	zesennegentigste
zevenennegentigste	97	True		None
zeuvenennegentigste	97	True		zevenennegentigste
zevenen@@tnegentig@@	97	True	Flemish t-variant	zevenennegentigste
zeuvenen@@tnegentig@@	97	True	Flemish t-variant	zevenennegentigste
achtennegentigste	98	True		None
achten@@tnegentig@@	98	True	Flemish t-variant	achtennegentigste
negenennegentigste	99	True		None
negenen@@tnegentig@@	99	True	Flemish t-variant	negenennegentigste
honderdste	100	True		None
eenhonderdste	100	True		None
eenonderdste	100	True	h-less honderd	eenhonderdste
eenhonderdeerste	101	True		None
eenonderdeerste	101	True	h-less honderd	eenhonderdeerste
honderdeerste	101	True		None
honderdeneerste	101	True		None
eeneerste	101	True	zonder_honderd	None
eenhonderdeneerste	101	True	honderd_met_en	None
eenhonderdtweede	102	True		None
eenonderdtweede	102	True	h-less honderd	eenhonderdtweede
honderdtweede	102	True		None
honderdentweede	102	True		None
eentweede	102	True	zonder_honderd	None
eenhonderdentweede	102	True	honderd_met_en	None
eenhonderdderde	103	True		None
eenonderdderde	103	True	h-less honderd	eenhonderdderde
honderdderde	103	True		None
honderdenderde	103	True		None
eenderde	103	True	zonder_honderd	None
eenhonderdenderde	103	True	honderd_met_en	None
eenhonderdvierde	104	True		None
eenonderdvierde	104	True	h-less honderd	eenhonderdvierde
honderdvierde	104	True		None
honderdenvierde	104	True		None
eenvierde	104	True	zonder_honderd	None
eenhonderdenvierde	104	True	honderd_met_en	None
eenhonderdvijfde	105	True		None
eenonderdvijfde	105	True	h-less honderd	eenhonderdvijfde
honderdvijfde	105	True		None
honderdenvijfde	105	True		None
eenvijfde	105	True	zonder_honderd	None
eenhonderdenvijfde	105	True	honderd_met_en	None
eenhonderdzesde	106	True		None
eenonderdzesde	106	True	h-less honderd	eenhonderdzesde
honderdzesde	106	True		None
honderdenzesde	106	True		None
eenzesde	106	True	zonder_honderd	None
eenhonderdenzesde	106	True	honderd_met_en	None
eenhonderdzevende	107	True		None
eenonderdzevende	107	True	h-less honderd	eenhonderdzevende
honderdzevende	107	True		None
honderdenzevende	107	True		None
eenzevende	107	True	zonder_honderd	None
eenhonderdenzevende	107	True	honderd_met_en	None
eenhonderdzeuvende	107	True		eenhonderdzevende
eenonderdzeuvende	107	True	h-less honderd	eenhonderdzevende
honderdzeuvende	107	True		honderdzevende
honderdenzeuvende	107	True		honderdenzevende
eenzeuvende	107	True	zonder_honderd	eenzevende
eenhonderdenzeuvende	107	True	honderd_met_en	eenhonderdenzevende
eenhonderdachtste	108	True		None
eenonderdachtste	108	True	h-less honderd	eenhonderdachtste
honderdachtste	108	True		None
honderdenachtste	108	True		None
eenachtste	108	True	zonder_honderd	None
eenhonderdenachtste	108	True	honderd_met_en	None
eenhonderdnegende	109	True		None
eenonderdnegende	109	True	h-less honderd	eenhonderdnegende
honderdnegende	109	True		None
honderdennegende	109	True		None
eennegende	109	True	zonder_honderd	None
eenhonderdennegende	109	True	honderd_met_en	None
eenhonderdtiende	110	True		None
eenonderdtiende	110	True	h-less honderd	eenhonderdtiende
honderdtiende	110	True		None
honderdentiende	110	True		None
eentiende	110	True	zonder_honderd	None
eenhonderdentiende	110	True	honderd_met_en	None
eenhonderdelfde	111	True		None
eenonderdelfde	111	True	h-less honderd	eenhonderdelfde
honderdelfde	111	True		None
honderdenelfde	111	True		None
eenelfde	111	True	zonder_honderd	None
eenhonderdenelfde	111	True	honderd_met_en	None
eenhonderdtwaalfde	112	True		None
eenonderdtwaalfde	112	True	h-less honderd	eenhonderdtwaalfde
honderdtwaalfde	112	True		None
honderdentwaalfde	112	True		None
eentwaalfde	112	True	zonder_honderd	None
eenhonderdentwaalfde	112	True	honderd_met_en	None
eenhonderddertiende	113	True		None
eenonderddertiende	113	True	h-less honderd	eenhonderddertiende
honderddertiende	113	True		None
honderdendertiende	113	True		None
eendertiende	113	True	zonder_honderd	None
eenhonderdendertiende	113	True	honderd_met_en	None
eenhonderdveertiende	114	True		None
eenonderdveertiende	114	True	h-less honderd	eenhonderdveertiende
honderdveertiende	114	True		None
honderdenveertiende	114	True		None
eenveertiende	114	True	zonder_honderd	None
eenhonderdenveertiende	114	True	honderd_met_en	None
eenhonderdvijftiende	115	True		None
eenonderdvijftiende	115	True	h-less honderd	eenhonderdvijftiende
honderdvijftiende	115	True		None
honderdenvijftiende	115	True		None
eenvijftiende	115	True	zonder_honderd	None
eenhonderdenvijftiende	115	True	honderd_met_en	None
eenhonderdzestiende	116	True		None
eenonderdzestiende	116	True	h-less honderd	eenhonderdzestiende
honderdzestiende	116	True		None
honderdenzestiende	116	True		None
eenzestiende	116	True	zonder_honderd	None
eenhonderdenzestiende	116	True	honderd_met_en	None
eenhonderdzeventiende	117	True		None
eenonderdzeventiende	117	True	h-less honderd	eenhonderdzeventiende
honderdzeventiende	117	True		None
honderdenzeventiende	117	True		None
eenzeventiende	117	True	zonder_honderd	None
eenhonderdenzeventiende	117	True	honderd_met_en	None
eenhonderdzeuventiende	117	True		eenhonderdzeventiende
eenonderdzeuventiende	117	True	h-less honderd	eenhonderdzeventiende
honderdzeuventiende	117	True		honderdzeventiende
honderdenzeuventiende	117	True		honderdenzeventiende
eenzeuventiende	117	True	zonder_honderd	eenzeventiende
eenhonderdenzeuventiende	117	True	honderd_met_en	eenhonderdenzeventiende
eenhonderdachttiende	118	True		None
eenonderdachttiende	118	True	h-less honderd	eenhonderdachttiende
honderdachttiende	118	True		None
honderdenachttiende	118	True		None
eenachttiende	118	True	zonder_honderd	None
eenhonderdenachttiende	118	True	honderd_met_en	None
eenhonderdnegentiende	119	True		None
eenonderdnegentiende	119	True	h-less honderd	eenhonderdnegentiende
honderdnegentiende	119	True		None
honderdennegentiende	119	True		None
eennegentiende	119	True	zonder_honderd	None
eenhonderdennegentiende	119	True	honderd_met_en	None
eenhonderdtwintigste	120	True		None
eenonderdtwintigste	120	True	h-less honderd	eenhonderdtwintigste
honderdtwintigste	120	True		None
honderdentwintigste	120	True		None
eentwintigste	120	True	zonder_honderd	None
eenhonderdentwintigste	120	True	honderd_met_en	None
eenhonderdeenentwintigste	121	True		None
eenonderdeenentwintigste	121	True	h-less honderd	eenhonderdeenentwintigste
honderdeenentwintigste	121	True		None
honderdeneenentwintigste	121	True		None
eeneenentwintigste	121	True	zonder_honderd	None
eenhonderdeneenentwintigste	121	True	honderd_met_en	None
eenhonderdtweeëntwintigste	122	True		None
eenonderdtweeëntwintigste	122	True	h-less honderd	eenhonderdtweeëntwintigste
honderdtweeëntwintigste	122	True		None
honderdentweeëntwintigste	122	True		None
eentweeëntwintigste	122	True	zonder_honderd	None
eenhonderdentweeëntwintigste	122	True	honderd_met_en	None
eenhonderdtwee-entwintigste	122	True	hyphen_variant	None
eenonderdtwee-entwintigste	122	True	hyphen_variant,h-less honderd	eenhonderdtwee-entwintigste
honderdtwee-entwintigste	122	True	hyphen_variant	None
honderdentwee-entwintigste	122	True	hyphen_variant	None
eentwee-entwintigste	122	True	hyphen_variant,zonder_honderd	None
eenhonderdentwee-entwintigste	122	True	hyphen_variant,honderd_met_en	None
eenhonderdtweeentwintigste	122	True	lacking-trema-or-hyphen	eenhonderdtweeëntwintigste
eenonderdtweeentwintigste	122	True	lacking-trema-or-hyphen,h-less honderd	eenhonderdtweeëntwintigste
honderdtweeentwintigste	122	True	lacking-trema-or-hyphen	honderdtweeëntwintigste
honderdentweeentwintigste	122	True	lacking-trema-or-hyphen	honderdentweeëntwintigste
eentweeentwintigste	122	True	lacking-trema-or-hyphen,zonder_honderd	eentweeëntwintigste
eenhonderdentweeentwintigste	122	True	lacking-trema-or-hyphen,honderd_met_en	eenhonderdentweeëntwintigste
eenhonderddrieëntwintigste	123	True		None
eenonderddrieëntwintigste	123	True	h-less honderd	eenhonderddrieëntwintigste
honderddrieëntwintigste	123	True		None
honderdendrieëntwintigste	123	True		None
eendrieëntwintigste	123	True	zonder_honderd	None
eenhonderdendrieëntwintigste	123	True	honderd_met_en	None
eenhonderddrie-entwintigste	123	True	hyphen_variant	None
eenonderddrie-entwintigste	123	True	hyphen_variant,h-less honderd	eenhonderddrie-entwintigste
honderddrie-entwintigste	123	True	hyphen_variant	None
honderdendrie-entwintigste	123	True	hyphen_variant	None
eendrie-entwintigste	123	True	hyphen_variant,zonder_honderd	None
eenhonderdendrie-entwintigste	123	True	hyphen_variant,honderd_met_en	None
eenhonderddrieentwintigste	123	True	lacking-trema-or-hyphen	eenhonderddrieëntwintigste
eenonderddrieentwintigste	123	True	lacking-trema-or-hyphen,h-less honderd	eenhonderddrieëntwintigste
honderddrieentwintigste	123	True	lacking-trema-or-hyphen	honderddrieëntwintigste
honderdendrieentwintigste	123	True	lacking-trema-or-hyphen	honderdendrieëntwintigste
eendrieentwintigste	123	True	lacking-trema-or-hyphen,zonder_honderd	eendrieëntwintigste
eenhonderdendrieentwintigste	123	True	lacking-trema-or-hyphen,honderd_met_en	eenhonderdendrieëntwintigste
eenhonderdvierentwintigste	124	True		None
eenonderdvierentwintigste	124	True	h-less honderd	eenhonderdvierentwintigste
honderdvierentwintigste	124	True		None
honderdenvierentwintigste	124	True		None
eenvierentwintigste	124	True	zonder_honderd	None
eenhonderdenvierentwintigste	124	True	honderd_met_en	None
eenhonderdvijfentwintigste	125	True		None
eenonderdvijfentwintigste	125	True	h-less honderd	eenhonderdvijfentwintigste
honderdvijfentwintigste	125	True		None
honderdenvijfentwintigste	125	True		None
eenvijfentwintigste	125	True	zonder_honderd	None
eenhonderdenvijfentwintigste	125	True	honderd_met_en	None
eenhonderdzesentwintigste	126	True		None
eenonderdzesentwintigste	126	True	h-less honderd	eenhonderdzesentwintigste
honderdzesentwintigste	126	True		None
honderdenzesentwintigste	126	True		None
eenzesentwintigste	126	True	zonder_honderd	None
eenhonderdenzesentwintigste	126	True	honderd_met_en	None
eenhonderdzevenentwintigste	127	True		None
eenonderdzevenentwintigste	127	True	h-less honderd	eenhonderdzevenentwintigste
honderdzevenentwintigste	127	True		None
honderdenzevenentwintigste	127	True		None
eenzevenentwintigste	127	True	zonder_honderd	None
eenhonderdenzevenentwintigste	127	True	honderd_met_en	None
eenhonderdzeuvenentwintigste	127	True		eenhonderdzevenentwintigste
eenonderdzeuvenentwintigste	127	True	h-less honderd	eenhonderdzevenentwintigste
honderdzeuvenentwintigste	127	True		honderdzevenentwintigste
honderdenzeuvenentwintigste	127	True		honderdenzevenentwintigste
eenzeuvenentwintigste	127	True	zonder_honderd	eenzevenentwintigste
eenhonderdenzeuvenentwintigste	127	True	honderd_met_en	eenhonderdenzevenentwintigste
eenhonderdachtentwintigste	128	True		None
eenonderdachtentwintigste	128	True	h-less honderd	eenhonderdachtentwintigste
honderdachtentwintigste	128	True		None
honderdenachtentwintigste	128	True		None
eenachtentwintigste	128	True	zonder_honderd	None
eenhonderdenachtentwintigste	128	True	honderd_met_en	None
eenhonderdnegenentwintigste	129	True		None
eenonderdnegenentwintigste	129	True	h-less honderd	eenhonderdnegenentwintigste
honderdnegenentwintigste	129	True		None
honderdennegenentwintigste	129	True		None
eennegenentwintigste	129	True	zonder_honderd	None
eenhonderdennegenentwintigste	129	True	honderd_met_en	None
eenhonderddertigste	130	True		None
eenonderddertigste	130	True	h-less honderd	eenhonderddertigste
honderddertigste	130	True		None
honderdendertigste	130	True		None
eendertigste	130	True	zonder_honderd	None
eenhonderdendertigste	130	True	honderd_met_en	None
eenhonderdeenendertigste	131	True		None
eenonderdeenendertigste	131	True	h-less honderd	eenhonderdeenendertigste
honderdeenendertigste	131	True		None
honderdeneenendertigste	131	True		None
eeneenendertigste	131	True	zonder_honderd	None
eenhonderdeneenendertigste	131	True	honderd_met_en	None
eenhonderdtweeëndertigste	132	True		None
eenonderdtweeëndertigste	132	True	h-less honderd	eenhonderdtweeëndertigste
honderdtweeëndertigste	132	True		None
honderdentweeëndertigste	132	True		None
eentweeëndertigste	132	True	zonder_honderd	None
eenhonderdentweeëndertigste	132	True	honderd_met_en	None
eenhonderdtwee-endertigste	132	True	hyphen_variant	None
eenonderdtwee-endertigste	132	True	hyphen_variant,h-less honderd	eenhonderdtwee-endertigste
honderdtwee-endertigste	132	True	hyphen_variant	None
honderdentwee-endertigste	132	True	hyphen_variant	None
eentwee-endertigste	132	True	hyphen_variant,zonder_honderd	None
eenhonderdentwee-endertigste	132	True	hyphen_variant,honderd_met_en	None
eenhonderdtweeendertigste	132	True	lacking-trema-or-hyphen	eenhonderdtweeëndertigste
eenonderdtweeendertigste	132	True	lacking-trema-or-hyphen,h-less honderd	eenhonderdtweeëndertigste
honderdtweeendertigste	132	True	lacking-trema-or-hyphen	honderdtweeëndertigste
honderdentweeendertigste	132	True	lacking-trema-or-hyphen	honderdentweeëndertigste
eentweeendertigste	132	True	lacking-trema-or-hyphen,zonder_honderd	eentweeëndertigste
eenhonderdentweeendertigste	132	True	lacking-trema-or-hyphen,honderd_met_en	eenhonderdentweeëndertigste
eenhonderddrieëndertigste	133	True		None
eenonderddrieëndertigste	133	True	h-less honderd	eenhonderddrieëndertigste
honderddrieëndertigste	133	True		None
honderdendrieëndertigste	133	True		None
eendrieëndertigste	133	True	zonder_honderd	None
eenhonderdendrieëndertigste	133	True	honderd_met_en	None
eenhonderddrie-endertigste	133	True	hyphen_variant	None
eenonderddrie-endertigste	133	True	hyphen_variant,h-less honderd	eenhonderddrie-endertigste
honderddrie-endertigste	133	True	hyphen_variant	None
honderdendrie-endertigste	133	True	hyphen_variant	None
eendrie-endertigste	133	True	hyphen_variant,zonder_honderd	None
eenhonderdendrie-endertigste	133	True	hyphen_variant,honderd_met_en	None
eenhonderddrieendertigste	133	True	lacking-trema-or-hyphen	eenhonderddrieëndertigste
eenonderddrieendertigste	133	True	lacking-trema-or-hyphen,h-less honderd	eenhonderddrieëndertigste
honderddrieendertigste	133	True	lacking-trema-or-hyphen	honderddrieëndertigste
honderdendrieendertigste	133	True	lacking-trema-or-hyphen	honderdendrieëndertigste
eendrieendertigste	133	True	lacking-trema-or-hyphen,zonder_honderd	eendrieëndertigste
eenhonderdendrieendertigste	133	True	lacking-trema-or-hyphen,honderd_met_en	eenhonderdendrieëndertigste
eenhonderdvierendertigste	134	True		None
eenonderdvierendertigste	134	True	h-less honderd	eenhonderdvierendertigste
honderdvierendertigste	134	True		None
honderdenvierendertigste	134	True		None
eenvierendertigste	134	True	zonder_honderd	None
eenhonderdenvierendertigste	134	True	honderd_met_en	None
eenhonderdvijfendertigste	135	True		None
eenonderdvijfendertigste	135	True	h-less honderd	eenhonderdvijfendertigste
honderdvijfendertigste	135	True		None
honderdenvijfendertigste	135	True		None
eenvijfendertigste	135	True	zonder_honderd	None
eenhonderdenvijfendertigste	135	True	honderd_met_en	None
eenhonderdzesendertigste	136	True		None
eenonderdzesendertigste	136	True	h-less honderd	eenhonderdzesendertigste
honderdzesendertigste	136	True		None
honderdenzesendertigste	136	True		None
eenzesendertigste	136	True	zonder_honderd	None
eenhonderdenzesendertigste	136	True	honderd_met_en	None
eenhonderdzevenendertigste	137	True		None
eenonderdzevenendertigste	137	True	h-less honderd	eenhonderdzevenendertigste
honderdzevenendertigste	137	True		None
honderdenzevenendertigste	137	True		None
eenzevenendertigste	137	True	zonder_honderd	None
eenhonderdenzevenendertigste	137	True	honderd_met_en	None
eenhonderdzeuvenendertigste	137	True		eenhonderdzevenendertigste
eenonderdzeuvenendertigste	137	True	h-less honderd	eenhonderdzevenendertigste
honderdzeuvenendertigste	137	True		honderdzevenendertigste
honderdenzeuvenendertigste	137	True		honderdenzevenendertigste
eenzeuvenendertigste	137	True	zonder_honderd	eenzevenendertigste
eenhonderdenzeuvenendertigste	137	True	honderd_met_en	eenhonderdenzevenendertigste
eenhonderdachtendertigste	138	True		None
eenonderdachtendertigste	138	True	h-less honderd	eenhonderdachtendertigste
honderdachtendertigste	138	True		None
honderdenachtendertigste	138	True		None
eenachtendertigste	138	True	zonder_honderd	None
eenhonderdenachtendertigste	138	True	honderd_met_en	None
eenhonderdnegenendertigste	139	True		None
eenonderdnegenendertigste	139	True	h-less honderd	eenhonderdnegenendertigste
honderdnegenendertigste	139	True		None
honderdennegenendertigste	139	True		None
eennegenendertigste	139	True	zonder_honderd	None
eenhonderdennegenendertigste	139	True	honderd_met_en	None
eenhonderdveertigste	140	True		None
eenonderdveertigste	140	True	h-less honderd	eenhonderdveertigste
honderdveertigste	140	True		None
honderdenveertigste	140	True		None
eenveertigste	140	True	zonder_honderd	None
eenhonderdenveertigste	140	True	honderd_met_en	None
eenhonderdtveertigste	140	True	Flemish t-variant	eenhonderdveertigste
eenonderdtveertigste	140	True	Flemish t-variant,h-less honderd	eenhonderdveertigste
honderdtveertigste	140	True	Flemish t-variant	honderdveertigste
honderdentveertigste	140	True	Flemish t-variant	honderdenveertigste
eentveertigste	140	True	Flemish t-variant,zonder_honderd	eenveertigste
eenhonderdentveertigste	140	True	Flemish t-variant,honderd_met_en	eenhonderdenveertigste
eenhonderdeenenveertigste	141	True		None
eenonderdeenenveertigste	141	True	h-less honderd	eenhonderdeenenveertigste
honderdeenenveertigste	141	True		None
honderdeneenenveertigste	141	True		None
eeneenenveertigste	141	True	zonder_honderd	None
eenhonderdeneenenveertigste	141	True	honderd_met_en	None
eenhonderdeenentveertigste	141	True	Flemish t-variant	eenhonderdeenenveertigste
eenonderdeenentveertigste	141	True	Flemish t-variant,h-less honderd	eenhonderdeenenveertigste
honderdeenentveertigste	141	True	Flemish t-variant	honderdeenenveertigste
honderdeneenentveertigste	141	True	Flemish t-variant	honderdeneenenveertigste
eeneenentveertigste	141	True	Flemish t-variant,zonder_honderd	eeneenenveertigste
eenhonderdeneenentveertigste	141	True	Flemish t-variant,honderd_met_en	eenhonderdeneenenveertigste
eenhonderdtweeënveertigste	142	True		None
eenonderdtweeënveertigste	142	True	h-less honderd	eenhonderdtweeënveertigste
honderdtweeënveertigste	142	True		None
honderdentweeënveertigste	142	True		None
eentweeënveertigste	142	True	zonder_honderd	None
eenhonderdentweeënveertigste	142	True	honderd_met_en	None
